CO_CURSO,sexo_n_total,sexo_n_valido,sexo_feminino_n,sexo_masculino_n,sexo_indefinido_n,sexo_feminino_pct,sexo_masculino_pct,idade_n,idade_media,idade_mediana,idade_dp,idade_min,idade_max
123472,78,78,30,48,0,0.38461538461538464,0.6153846153846154,78,37.05128205128205,34.5,11.885708362149195,20,71
123494,2,2,1,1,0,0.5,0.5,2,24.0,24.0,1.4142135623730951,23,25
123519,13,13,9,4,0,0.6923076923076923,0.3076923076923077,13,28.384615384615383,28.0,4.194012826606946,23,37
123787,3,3,2,1,0,0.6666666666666666,0.3333333333333333,3,38.0,43.0,9.539392014169456,27,44
300520,31,31,6,25,0,0.1935483870967742,0.8064516129032258,31,27.677419354838708,25.0,7.909433594445698,21,54
312333,43,43,13,30,0,0.3023255813953488,0.6976744186046512,43,26.906976744186046,23.0,8.681710259116912,21,53
1101770,46,46,15,31,0,0.32608695652173914,0.6739130434782609,46,30.782608695652176,27.5,10.93193699107398,21,73
1102402,36,36,8,28,0,0.2222222222222222,0.7777777777777778,36,30.52777777777778,29.5,5.5830668024514045,23,45
1102641,4,4,2,2,0,0.5,0.5,4,29.25,27.5,9.17877987534291,21,41
1102795,10,10,6,4,0,0.6,0.4,10,24.4,23.0,3.7178249316263163,20,30
1102963,4,4,0,4,0,0.0,1.0,4,24.25,24.5,1.7078251276599328,22,26
1103025,10,10,6,4,0,0.6,0.4,10,31.1,27.0,12.556096350201983,21,60
1103031,10,10,8,2,0,0.8,0.2,10,24.6,22.0,6.552353266829661,21,42
1103032,4,4,1,3,0,0.25,0.75,4,27.5,25.0,7.895146188218007,21,39
1103185,2,2,2,0,0,1.0,0.0,2,23.5,23.5,2.1213203435596424,22,25
1103461,15,15,9,6,0,0.6,0.4,15,26.133333333333333,25.0,6.069439450072405,21,47
1103556,20,20,6,14,0,0.3,0.7,20,33.1,28.5,10.083336958097073,23,59
1103657,15,15,8,7,0,0.5333333333333333,0.4666666666666667,15,24.933333333333334,25.0,3.195234546871922,21,33
1103813,30,30,13,17,0,0.43333333333333335,0.5666666666666667,30,25.0,24.0,3.4139672543527864,21,38
1103910,24,24,8,16,0,0.3333333333333333,0.6666666666666666,24,28.291666666666668,25.0,8.083688173893995,22,54
1103911,28,28,11,17,0,0.39285714285714285,0.6071428571428571,28,28.142857142857142,25.0,8.199883855158879,21,58
1103912,11,11,8,3,0,0.7272727272727273,0.2727272727272727,11,28.363636363636363,26.0,7.1592279929155405,22,44
1103914,26,26,18,8,0,0.6923076923076923,0.3076923076923077,26,29.153846153846153,24.5,9.561139294842672,20,53
1105218,25,25,13,12,0,0.52,0.48,25,29.52,25.0,10.704827571396624,20,62
1106721,6,6,2,4,0,0.3333333333333333,0.6666666666666666,6,27.166666666666668,21.5,14.162156144693036,20,56
1108212,24,24,12,12,0,0.5,0.5,24,26.583333333333332,24.0,6.6849387279990395,21,47
1111510,6,6,3,3,0,0.5,0.5,6,24.666666666666668,23.5,2.7325202042558923,23,30
1117203,10,10,4,6,0,0.4,0.6,10,25.1,24.5,3.7252889522529355,21,30
1122743,17,17,7,10,0,0.4117647058823529,0.5882352941176471,17,36.05882352941177,28.0,13.553000536021969,23,60
1123270,24,24,12,12,0,0.5,0.5,24,26.875,24.0,7.4326687816282595,21,51
1126144,7,7,3,4,0,0.42857142857142855,0.5714285714285714,7,26.571428571428573,28.0,2.992052966172382,21,29
1127113,31,31,12,19,0,0.3870967741935484,0.6129032258064516,31,29.225806451612904,26.0,8.920798459851579,22,53
1127676,10,10,3,7,0,0.3,0.7,10,24.4,23.5,3.533962208186285,21,31
1128030,17,17,9,8,0,0.5294117647058824,0.47058823529411764,17,30.235294117647058,27.0,9.679420254880364,21,59
1128096,25,25,6,19,0,0.24,0.76,25,28.36,25.0,9.308956260863335,22,64
1128169,48,48,25,23,0,0.5208333333333334,0.4791666666666667,48,25.416666666666668,24.0,4.8326607504642825,21,43
1128360,15,15,9,6,0,0.6,0.4,15,26.333333333333332,25.0,6.542898731412845,21,48
1128375,8,8,4,4,0,0.5,0.5,8,34.5,27.5,13.65911521920174,22,53
1128378,14,14,2,12,0,0.14285714285714285,0.8571428571428571,14,24.642857142857142,25.0,2.5901334345533646,21,29
1128936,15,15,6,9,0,0.4,0.6,15,30.0,26.0,8.610624666239792,21,54
1128938,12,12,7,5,0,0.5833333333333334,0.4166666666666667,12,25.5,23.5,4.661252270288825,21,37
1129073,11,11,7,4,0,0.6363636363636364,0.36363636363636365,11,34.90909090909091,25.0,14.774671200771579,22,65
1131697,29,29,8,21,0,0.27586206896551724,0.7241379310344828,29,26.137931034482758,24.0,5.468899980350153,21,42
1135958,3,3,1,2,0,0.3333333333333333,0.6666666666666666,3,23.666666666666668,24.0,1.5275252316519463,22,25
1137846,27,27,7,20,0,0.25925925925925924,0.7407407407407407,27,37.925925925925924,37.0,10.380921575829996,21,53
1139335,5,5,4,1,0,0.8,0.2,5,35.6,33.0,10.08959860450355,27,53
1140021,19,19,11,8,0,0.5789473684210527,0.42105263157894735,19,39.63157894736842,38.0,9.322675619249786,22,55
1142320,10,10,3,7,0,0.3,0.7,10,24.0,23.5,3.5276684147527875,21,32
1151457,16,16,6,10,0,0.375,0.625,16,44.8125,47.0,11.708792992163342,23,59
1152312,4,4,2,2,0,0.5,0.5,4,25.25,25.0,2.6299556396765835,23,28
1152591,9,9,4,5,0,0.4444444444444444,0.5555555555555556,9,38.55555555555556,32.0,15.387585183445054,22,62
1152637,15,15,9,6,0,0.6,0.4,15,22.933333333333334,23.0,2.051712409068046,20,27
1152880,26,26,14,12,0,0.5384615384615384,0.46153846153846156,26,23.73076923076923,22.0,5.303264596888917,20,44
1153801,44,44,15,29,0,0.3409090909090909,0.6590909090909091,44,27.40909090909091,26.0,5.840190271741838,21,53
1154825,22,22,10,12,0,0.45454545454545453,0.5454545454545454,22,36.5,34.0,9.816167422020822,24,65
1155366,21,21,9,12,0,0.42857142857142855,0.5714285714285714,21,26.571428571428573,25.0,5.124172407047098,21,40
1156565,4,4,4,0,0,1.0,0.0,4,28.75,27.0,8.99536917900909,21,40
1156623,7,7,3,4,0,0.42857142857142855,0.5714285714285714,7,24.857142857142858,24.0,4.413183712037204,20,34
1160182,13,13,6,7,0,0.46153846153846156,0.5384615384615384,13,33.84615384615385,32.0,9.494262775014478,23,50
1160371,32,32,18,14,0,0.5625,0.4375,32,28.25,27.5,4.142618775917071,22,38
1160424,11,11,3,8,0,0.2727272727272727,0.7272727272727273,11,30.545454545454547,30.0,4.083225106790866,25,37
1160481,5,5,4,1,0,0.8,0.2,5,23.8,21.0,3.8340579025361627,21,28
1160830,629,629,203,426,0,0.32273449920508746,0.6772655007949125,629,37.451510333863276,36.0,10.427011335489109,21,71
1160979,24,24,11,13,0,0.4583333333333333,0.5416666666666666,24,25.375,24.0,4.401704215414755,21,42
1161404,30,30,14,16,0,0.4666666666666667,0.5333333333333333,30,36.56666666666667,34.0,10.18681816701447,23,54
1166758,18,18,14,4,0,0.7777777777777778,0.2222222222222222,18,36.22222222222222,35.5,9.45301418195186,24,54
1168573,9,9,9,0,0,1.0,0.0,9,31.11111111111111,34.0,7.253351715662981,22,39
1172590,250,250,113,137,0,0.452,0.548,250,35.508,34.0,9.864642959727002,20,67
1179877,35,35,11,24,0,0.3142857142857143,0.6857142857142857,35,31.285714285714285,29.0,9.0767039514269,23,63
1181042,21,21,10,11,0,0.47619047619047616,0.5238095238095238,21,28.857142857142858,27.0,7.551726387295255,22,48
1182640,20,20,7,13,0,0.35,0.65,20,28.65,25.5,7.527318667081226,22,43
1182765,13,13,9,4,0,0.6923076923076923,0.3076923076923077,13,31.692307692307693,34.0,8.863639352100387,20,45
1184450,25,25,12,13,0,0.48,0.52,25,25.44,24.0,4.093490767873632,21,40
1185309,6,6,1,5,0,0.16666666666666666,0.8333333333333334,6,46.333333333333336,46.5,9.003702941938203,34,60
1185450,2,2,0,2,0,0.0,1.0,2,23.0,23.0,0.0,23,23
1188419,13,13,6,7,0,0.46153846153846156,0.5384615384615384,13,22.076923076923077,21.0,1.6563785025137643,20,25
1190159,1332,1332,620,712,0,0.46546546546546547,0.5345345345345346,1332,35.43318318318318,34.0,10.139709758022546,20,70
1193885,8,8,7,1,0,0.875,0.125,8,39.125,39.0,4.940720016932175,32,47
1202856,59,59,18,41,0,0.3050847457627119,0.6949152542372882,59,35.40677966101695,34.0,9.307243460333682,22,66
1203136,36,36,25,11,0,0.6944444444444444,0.3055555555555556,36,39.638888888888886,41.5,10.47214748826013,23,57
1205924,24,24,10,14,0,0.4166666666666667,0.5833333333333334,24,38.541666666666664,39.0,10.794439658279249,23,59
1214485,7,7,2,5,0,0.2857142857142857,0.7142857142857143,7,31.142857142857142,28.0,8.80205603686948,23,49
1258370,4,4,0,4,0,0.0,1.0,4,25.0,24.5,3.741657386773942,21,30
1260434,11,11,5,6,0,0.45454545454545453,0.5454545454545454,11,24.545454545454547,23.0,3.804303782918404,21,31
1264321,6,6,1,5,0,0.16666666666666666,0.8333333333333334,6,26.0,24.5,5.253570214625479,22,36
1264336,7,7,5,2,0,0.7142857142857143,0.2857142857142857,7,27.714285714285715,26.0,5.64843003893665,23,36
1266766,63,63,26,37,0,0.4126984126984127,0.5873015873015873,63,38.20634920634921,37.0,10.718026314095166,22,64
1268237,3,3,0,3,0,0.0,1.0,3,25.666666666666668,25.0,1.154700538379251,25,27
1270326,3,3,1,2,0,0.3333333333333333,0.6666666666666666,3,25.333333333333332,25.0,2.5166114784235836,23,28
1270371,12,12,5,7,0,0.4166666666666667,0.5833333333333334,12,28.166666666666668,23.0,10.726630694705868,22,51
1284904,6,6,5,1,0,0.8333333333333334,0.16666666666666666,6,26.166666666666668,25.5,2.4832774042918904,24,31
1285866,522,522,198,324,0,0.3793103448275862,0.6206896551724138,522,36.40996168582375,35.0,9.06791058082248,21,65
1292570,801,801,403,398,0,0.5031210986267166,0.4968789013732834,801,36.56803995006242,35.0,9.836192214388769,21,70
1292767,11,11,5,6,0,0.45454545454545453,0.5454545454545454,11,25.272727272727273,24.0,2.969542358374741,22,31
1292902,15,15,11,4,0,0.7333333333333333,0.26666666666666666,15,34.06666666666667,35.0,10.92485152999257,21,51
1296649,132,132,55,77,0,0.4166666666666667,0.5833333333333334,132,36.416666666666664,34.0,9.769122306335014,21,68
1298841,14,14,4,10,0,0.2857142857142857,0.7142857142857143,14,38.0,33.5,12.925823883873825,22,63
1300008,69,69,26,43,0,0.37681159420289856,0.6231884057971014,69,36.869565217391305,35.0,10.667312693565412,20,62
1300375,35,35,11,24,0,0.3142857142857143,0.6857142857142857,35,29.428571428571427,28.0,7.393501575452493,21,52
1304557,18,18,11,7,0,0.6111111111111112,0.3888888888888889,18,22.61111111111111,22.0,1.9444911292248102,20,27
1312211,8,8,4,4,0,0.5,0.5,8,29.25,27.0,7.8512965262341945,22,46
1313067,31,31,14,17,0,0.45161290322580644,0.5483870967741935,31,37.87096774193548,38.0,6.596675604594942,27,57
1313355,11,11,7,4,0,0.6363636363636364,0.36363636363636365,11,28.181818181818183,26.0,6.508735388970456,22,40
1313360,11,11,8,3,0,0.7272727272727273,0.2727272727272727,11,28.272727272727273,26.0,8.56844103779572,21,45
1315060,1388,1388,798,590,0,0.5749279538904899,0.4250720461095101,1388,37.65778097982709,37.0,9.601296399391464,19,77
1321332,20,20,9,11,0,0.45,0.55,20,34.75,29.5,12.20817241376491,21,56
1321334,4,4,3,1,0,0.75,0.25,4,35.5,35.0,9.848857801796104,27,45
1321678,5,5,1,4,0,0.2,0.8,5,38.0,41.0,9.746794344808963,27,50
1327336,12,12,6,6,0,0.5,0.5,12,25.25,23.5,4.136863106707348,22,34
1327524,14,14,14,0,0,1.0,0.0,14,27.142857142857142,26.5,3.254751387342294,24,37
1330050,132,132,54,78,0,0.4090909090909091,0.5909090909090909,132,34.984848484848484,33.0,9.368605074693365,21,61
1330203,1,1,0,1,0,0.0,1.0,1,48.0,48.0,,48,48
1330366,2,2,2,0,0,1.0,0.0,2,23.0,23.0,0.0,23,23
1330369,3,3,2,1,0,0.6666666666666666,0.3333333333333333,3,23.666666666666668,23.0,3.055050463303893,21,27
1330372,5,5,5,0,0,1.0,0.0,5,23.4,23.0,1.6733200530681516,21,25
1330384,17,17,9,8,0,0.5294117647058824,0.47058823529411764,17,38.11764705882353,39.0,12.539349828346248,24,60
1331356,14,14,8,6,0,0.5714285714285714,0.42857142857142855,14,33.57142857142857,36.0,9.889499370655615,21,51
1332695,18,18,5,13,0,0.2777777777777778,0.7222222222222222,18,28.555555555555557,25.0,7.815687258345323,23,54
1333201,17,17,7,10,0,0.4117647058823529,0.5882352941176471,17,26.58823529411765,25.0,4.123997204312396,23,36
1338287,3,3,0,3,0,0.0,1.0,3,31.333333333333332,25.0,12.741009902410928,23,46
1340989,16,16,7,9,0,0.4375,0.5625,16,28.8125,24.0,10.329367518552788,21,58
1341230,12,12,3,9,0,0.25,0.75,12,21.916666666666668,22.0,1.240112409372146,20,24
1341347,13,13,8,5,0,0.6153846153846154,0.38461538461538464,13,28.153846153846153,24.0,10.494809461873315,22,62
1349112,14,14,4,10,0,0.2857142857142857,0.7142857142857143,14,29.857142857142858,29.0,6.6778294822050235,21,48
1350689,7,7,2,5,0,0.2857142857142857,0.7142857142857143,7,23.714285714285715,23.0,4.608480795022938,20,33
1366967,17,17,7,10,0,0.4117647058823529,0.5882352941176471,17,33.0,31.0,9.307255234493143,23,52
1375344,32,32,23,9,0,0.71875,0.28125,32,39.40625,38.0,10.143675528417027,26,60
1379285,101,101,40,61,0,0.39603960396039606,0.6039603960396039,101,35.772277227722775,36.0,9.796817021991185,21,58
1382647,10,10,6,4,0,0.6,0.4,10,33.2,31.5,11.659998094148879,21,55
1382815,4,4,2,2,0,0.5,0.5,4,23.25,23.5,1.7078251276599328,21,25
1385337,2,2,1,1,0,0.5,0.5,2,31.0,31.0,1.4142135623730951,30,32
1387235,10,10,6,4,0,0.6,0.4,10,33.2,28.0,11.133532932342526,24,54
1396228,18,18,13,5,0,0.7222222222222222,0.2777777777777778,18,29.11111111111111,27.0,8.223988504862138,21,50
1399848,13,13,7,6,0,0.5384615384615384,0.46153846153846156,13,32.23076923076923,31.0,9.36441710371274,22,51
1401623,525,525,234,291,0,0.44571428571428573,0.5542857142857143,525,41.9752380952381,42.0,9.644311507648519,22,70
1405215,30,30,13,17,0,0.43333333333333335,0.5666666666666667,30,31.033333333333335,30.5,8.69991412297423,21,51
1406007,3,3,2,1,0,0.6666666666666666,0.3333333333333333,3,36.666666666666664,37.0,7.505553499465136,29,44
1406064,1,1,0,1,0,0.0,1.0,1,25.0,25.0,,25,25
1407205,1,1,0,1,0,0.0,1.0,1,48.0,48.0,,48,48
1414995,9,9,3,6,0,0.3333333333333333,0.6666666666666666,9,29.0,27.0,7.745966692414836,22,47
1416142,10,10,6,4,0,0.6,0.4,10,37.1,38.0,10.640071010623524,22,51
1419680,15,15,8,7,0,0.5333333333333333,0.4666666666666667,15,34.6,31.0,7.935453898261181,27,53
1419827,10,10,5,5,0,0.5,0.5,10,34.6,35.5,7.183313998427189,24,47
1420449,4,4,4,0,0,1.0,0.0,4,42.25,41.5,4.645786621588784,38,48
1420637,20,20,10,10,0,0.5,0.5,20,35.1,30.0,12.989469419089973,23,70
1439555,35,35,14,21,0,0.4,0.6,35,40.2,39.0,10.087266288567513,20,64
1441230,13,13,8,5,0,0.6153846153846154,0.38461538461538464,13,29.846153846153847,26.0,9.948585777604723,22,48
1442119,24,24,5,19,0,0.20833333333333334,0.7916666666666666,24,29.458333333333332,26.0,8.561690033625606,23,57
1442126,4,4,2,2,0,0.5,0.5,4,39.5,41.0,6.806859285554046,31,45
1442906,22,22,8,14,0,0.36363636363636365,0.6363636363636364,22,26.227272727272727,24.5,6.171607941917939,22,46
1442928,6,6,4,2,0,0.6666666666666666,0.3333333333333333,6,35.833333333333336,37.5,12.512660255384013,21,53
1445889,3,3,2,1,0,0.6666666666666666,0.3333333333333333,3,30.666666666666668,31.0,7.505553499465135,23,38
1451120,62,62,32,30,0,0.5161290322580645,0.4838709677419355,62,32.903225806451616,30.5,9.482874430064564,21,53
1452609,7,7,7,0,0,1.0,0.0,7,33.285714285714285,31.0,12.63215850800759,21,52
1453816,9,9,2,7,0,0.2222222222222222,0.7777777777777778,9,24.666666666666668,24.0,1.732050807568877,23,28
1454028,1,1,1,0,0,1.0,0.0,1,39.0,39.0,,39,39
1454137,5,5,0,5,0,0.0,1.0,5,40.0,41.0,6.519202405202649,30,48
1457027,10,10,5,5,0,0.5,0.5,10,28.3,26.0,7.469196000165536,22,43
1457037,3,3,2,1,0,0.6666666666666666,0.3333333333333333,3,36.0,32.0,12.489995996796797,26,50
1457167,22,22,9,13,0,0.4090909090909091,0.5909090909090909,22,30.363636363636363,24.5,11.769797726729992,21,58
1457267,4,4,3,1,0,0.75,0.25,4,25.75,25.5,4.924428900898052,20,32
1458143,3,3,0,3,0,0.0,1.0,3,22.666666666666668,21.0,2.886751345948128,21,26
1458481,4,4,2,2,0,0.5,0.5,4,35.75,39.0,8.616843969807045,23,42
1458668,11,11,5,6,0,0.45454545454545453,0.5454545454545454,11,34.18181818181818,32.0,9.368224824567159,21,46
1465529,9,9,2,7,0,0.2222222222222222,0.7777777777777778,9,34.0,34.0,8.276472678623424,22,47
1467890,2,2,0,2,0,0.0,1.0,2,34.0,34.0,9.899494936611665,27,41
1468161,4,4,0,4,0,0.0,1.0,4,39.75,40.0,14.2448821218944,24,55
1472818,13,13,8,5,0,0.6153846153846154,0.38461538461538464,13,36.61538461538461,38.0,7.065626435290571,23,50
1473015,9,9,3,6,0,0.3333333333333333,0.6666666666666666,9,43.666666666666664,44.0,12.020815280171309,23,62
1473185,1,1,0,1,0,0.0,1.0,1,49.0,49.0,,49,49
1477654,32,32,19,13,0,0.59375,0.40625,32,34.59375,34.0,9.139984382707066,21,54
1483407,9,9,3,6,0,0.3333333333333333,0.6666666666666666,9,34.77777777777778,37.0,9.457507306074072,23,47
1483490,22,22,6,16,0,0.2727272727272727,0.7272727272727273,22,38.68181818181818,38.5,12.495280494332034,22,61
1483500,16,16,5,11,0,0.3125,0.6875,16,30.375,25.5,10.769555855899226,20,51
1483518,3,3,3,0,0,1.0,0.0,3,41.0,38.0,17.69180601295413,25,60
1485453,3,3,0,3,0,0.0,1.0,3,34.0,30.0,10.583005244258363,26,46
1486952,14,14,3,11,0,0.21428571428571427,0.7857142857142857,14,31.142857142857142,27.0,10.029626443363014,22,57
1487060,18,18,2,16,0,0.1111111111111111,0.8888888888888888,18,34.833333333333336,37.0,8.590350263351246,21,49
1487353,7,7,4,3,0,0.5714285714285714,0.42857142857142855,7,38.142857142857146,37.0,5.3674504012169315,31,46
1488240,7,7,5,2,0,0.7142857142857143,0.2857142857142857,7,24.428571428571427,25.0,2.8784916685156987,20,29
1488974,18,18,10,8,0,0.5555555555555556,0.4444444444444444,18,37.833333333333336,38.0,7.563457037158418,22,53
1497052,3,3,0,3,0,0.0,1.0,3,33.666666666666664,32.0,8.621678104251709,26,43
1499549,8,8,5,3,0,0.625,0.375,8,32.625,28.5,10.940586299254193,23,54
1506116,15,15,7,8,0,0.4666666666666667,0.5333333333333333,15,31.866666666666667,30.0,10.709586270964818,21,57
1509485,3,3,2,1,0,0.6666666666666666,0.3333333333333333,3,29.333333333333332,31.0,7.637626158259734,21,36
1514192,1,1,0,1,0,0.0,1.0,1,23.0,23.0,,23,23
1515609,19,19,11,8,0,0.5789473684210527,0.42105263157894735,19,24.526315789473685,24.0,3.3227903443513602,21,34
1515616,18,18,8,10,0,0.4444444444444444,0.5555555555555556,18,27.666666666666668,25.0,7.219255298077741,22,46
1515618,9,9,6,3,0,0.6666666666666666,0.3333333333333333,9,30.22222222222222,27.0,8.68587614719692,23,46
1516669,1,1,0,1,0,0.0,1.0,1,41.0,41.0,,41,41
1517196,8,8,2,6,0,0.25,0.75,8,31.75,24.5,12.256193769449213,22,54
1517293,59,59,27,32,0,0.4576271186440678,0.5423728813559322,59,40.16949152542373,41.0,9.74883289632376,22,67
1518083,5,5,3,2,0,0.6,0.4,5,34.8,32.0,7.1203932475671605,30,47
1519071,4,4,2,2,0,0.5,0.5,4,34.5,30.0,14.177446878757825,24,54
1520538,1,1,0,1,0,0.0,1.0,1,36.0,36.0,,36,36
1522008,30,30,12,18,0,0.4,0.6,30,39.56666666666667,38.5,10.203729315991431,25,63
1525884,8,8,5,3,0,0.625,0.375,8,32.375,30.0,9.560895056725302,21,52
1525963,1,1,0,1,0,0.0,1.0,1,31.0,31.0,,31,31
1527381,8,8,3,5,0,0.375,0.625,8,44.125,45.0,6.104740546727365,35,56
1536334,146,146,79,67,0,0.541095890410959,0.4589041095890411,146,37.5958904109589,36.5,9.732688445343063,21,62
1541484,21,21,5,16,0,0.23809523809523808,0.7619047619047619,21,37.42857142857143,37.0,9.729190246733939,22,60
1543037,2,2,2,0,0,1.0,0.0,2,21.5,21.5,0.7071067811865476,21,22
1546260,2,2,0,2,0,0.0,1.0,2,43.0,43.0,8.48528137423857,37,49
1546969,2,2,0,2,0,0.0,1.0,2,32.5,32.5,0.7071067811865476,32,33
1547032,1,1,0,1,0,0.0,1.0,1,27.0,27.0,,27,27
1547054,1,1,0,1,0,0.0,1.0,1,35.0,35.0,,35,35
1550087,365,365,135,230,0,0.3698630136986301,0.6301369863013698,365,38.863013698630134,38.0,9.659185499773903,21,70
1550199,4,4,1,3,0,0.25,0.75,4,35.75,30.5,17.423642940938997,21,61
1550498,6,6,3,3,0,0.5,0.5,6,26.833333333333332,24.5,5.7067211835402185,22,35
1550509,5,5,3,2,0,0.6,0.4,5,26.2,25.0,5.167204273105526,21,33
1551083,2,2,0,2,0,0.0,1.0,2,22.5,22.5,2.1213203435596424,21,24
1555830,32,32,9,23,0,0.28125,0.71875,32,38.5625,40.0,11.13245038672543,21,62
1562928,8,8,1,7,0,0.125,0.875,8,21.875,22.0,0.35355339059327334,21,22
1571245,6,6,1,5,0,0.16666666666666666,0.8333333333333334,6,39.0,42.0,9.879271228182775,22,48
1572855,1,1,1,0,0,1.0,0.0,1,22.0,22.0,,22,22
1575689,13,13,6,7,0,0.46153846153846156,0.5384615384615384,13,37.84615384615385,38.0,5.983952899855774,30,46
1576008,10,10,5,5,0,0.5,0.5,10,39.6,42.0,11.286176402031725,20,53
1576347,1,1,1,0,0,1.0,0.0,1,24.0,24.0,,24,24
1576448,5,5,3,2,0,0.6,0.4,5,38.4,37.0,8.590692637965812,28,49
1576702,1,1,0,1,0,0.0,1.0,1,22.0,22.0,,22,22
1577419,8,8,3,5,0,0.375,0.625,8,28.375,25.5,7.799954212319823,21,40
1584375,1,1,0,1,0,0.0,1.0,1,28.0,28.0,,28,28
1591417,5,5,2,3,0,0.4,0.6,5,29.2,23.0,9.984988733093292,21,42
1591581,9,9,2,7,0,0.2222222222222222,0.7777777777777778,9,33.333333333333336,32.0,8.958236433584458,23,47
1595470,1,1,0,1,0,0.0,1.0,1,41.0,41.0,,41,41
1595646,16,16,6,10,0,0.375,0.625,16,28.75,28.0,6.169819014093257,22,42
1595781,3,3,2,1,0,0.6666666666666666,0.3333333333333333,3,22.0,22.0,1.0,21,23
1596704,3,3,0,3,0,0.0,1.0,3,42.333333333333336,31.0,20.502032419575706,30,66
1597098,1,1,1,0,0,1.0,0.0,1,54.0,54.0,,54,54
1598572,5,5,4,1,0,0.8,0.2,5,34.0,33.0,8.972179222463181,24,47
1598970,2,2,1,1,0,0.5,0.5,2,22.0,22.0,0.0,22,22
1599021,29,29,8,21,0,0.27586206896551724,0.7241379310344828,29,26.75862068965517,25.0,6.121712951301135,21,43
1599390,1,1,1,0,0,1.0,0.0,1,44.0,44.0,,44,44
1611291,37,37,21,16,0,0.5675675675675675,0.43243243243243246,37,33.24324324324324,31.0,7.818800012382566,21,57
1611292,10,10,6,4,0,0.6,0.4,10,35.3,36.0,8.895067297228403,21,46
1615079,5,5,1,4,0,0.2,0.8,5,43.0,43.0,11.180339887498947,32,60
1625069,28,28,9,19,0,0.32142857142857145,0.6785714285714286,28,31.428571428571427,28.0,9.780663354874026,21,59
1625081,13,13,6,7,0,0.46153846153846156,0.5384615384615384,13,31.384615384615383,29.0,9.500337375925671,20,51
1625089,19,19,9,10,0,0.47368421052631576,0.5263157894736842,19,33.473684210526315,33.0,6.7853471298463885,21,45
1625094,14,14,7,7,0,0.5,0.5,14,36.07142857142857,37.5,9.210898943135755,22,50
1634832,7,7,0,7,0,0.0,1.0,7,30.285714285714285,27.0,10.339475900874373,20,47
1634842,3,3,2,1,0,0.6666666666666666,0.3333333333333333,3,31.666666666666668,32.0,7.505553499465135,24,39
1634877,2,2,1,1,0,0.5,0.5,2,30.5,30.5,3.5355339059327378,28,33
1634891,11,11,2,9,0,0.18181818181818182,0.8181818181818182,11,34.18181818181818,30.0,13.614831484951857,21,61
1668061,4,4,1,3,0,0.25,0.75,4,29.25,30.0,3.774917217635375,24,33
1676716,15,15,10,5,0,0.6666666666666666,0.3333333333333333,15,35.93333333333333,36.0,9.610014617698612,23,51
5000138,9,9,3,6,0,0.3333333333333333,0.6666666666666666,9,22.77777777777778,23.0,1.2018504251546613,21,25
5000487,12,12,5,7,0,0.4166666666666667,0.5833333333333334,12,25.0,23.5,4.2211588240886915,21,33
5000493,11,11,4,7,0,0.36363636363636365,0.6363636363636364,11,24.09090909090909,24.0,2.1191765124474866,21,28
5000912,4,4,4,0,0,1.0,0.0,4,26.0,26.0,3.4641016151377544,23,29
5001337,32,32,15,17,0,0.46875,0.53125,32,28.0,25.0,8.500474370064829,21,51
