CO_CURSO,qe_i68_n,qe_i68_media,qe_i68_mediana,qe_i68_dp,qe_i68_nota_9_10_n,qe_i68_nota_0_6_n,qe_i68_nota_9_10_pct,qe_i68_nota_0_6_pct,qe_i69_n,qe_i69_media,qe_i69_mediana,qe_i69_dp,qe_i69_nota_9_10_n,qe_i69_nota_0_6_n,qe_i69_nota_9_10_pct,qe_i69_nota_0_6_pct,qe_i70_n,qe_i70_interesse_n,qe_i70_interesse_pct
1327524,12,7.166666666666667,8.0,2.5524794837866014,5,4,0.4166666666666667,0.3333333333333333,12,8.25,9.0,2.490892501603683,6,2,0.5,0.16666666666666666,12,11,0.9166666666666666
1330050,75,7.933333333333334,8.0,2.478738417853756,36,14,0.48,0.18666666666666668,75,7.466666666666667,8.0,2.727900555636413,35,24,0.4666666666666667,0.32,75,71,0.9466666666666667
1330203,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1330366,2,8.5,8.5,0.7071067811865476,1,0,0.5,0.0,2,9.0,9.0,0.0,2,0,1.0,0.0,2,2,1.0
1330369,3,8.0,10.0,3.4641016151377544,2,1,0.6666666666666666,0.3333333333333333,3,10.0,10.0,0.0,3,0,1.0,0.0,3,2,0.6666666666666666
1330372,3,9.333333333333334,10.0,1.1547005383792515,2,0,0.6666666666666666,0.0,3,9.333333333333334,10.0,1.1547005383792515,2,0,0.6666666666666666,0.0,3,3,1.0
1330384,17,8.352941176470589,9.0,1.868862503991005,9,4,0.5294117647058824,0.23529411764705882,17,8.764705882352942,9.0,1.3932610920384718,11,2,0.6470588235294118,0.11764705882352941,17,17,1.0
1331356,14,9.285714285714286,10.0,1.4373357526806552,11,1,0.7857142857142857,0.07142857142857142,14,9.0,10.0,1.4675987714106857,10,2,0.7142857142857143,0.14285714285714285,14,13,0.9285714285714286
1332695,18,8.333333333333334,9.0,1.7149858514250886,10,3,0.5555555555555556,0.16666666666666666,18,9.0,9.0,1.1881770515720096,13,1,0.7222222222222222,0.05555555555555555,18,17,0.9444444444444444
1333201,17,8.705882352941176,10.0,2.2848606599296417,12,2,0.7058823529411765,0.11764705882352941,17,8.588235294117647,10.0,2.152290161938318,11,2,0.6470588235294118,0.11764705882352941,17,16,0.9411764705882353
1338287,3,8.333333333333334,8.0,0.5773502691896255,1,0,0.3333333333333333,0.0,3,8.666666666666666,9.0,0.5773502691896258,2,0,0.6666666666666666,0.0,3,3,1.0
1340989,16,7.875,9.0,3.0304015135511886,11,4,0.6875,0.25,16,8.4375,9.5,2.308498790700716,11,4,0.6875,0.25,16,15,0.9375
1341230,12,8.416666666666666,8.5,1.5642792899510296,6,1,0.5,0.08333333333333333,12,8.25,9.0,2.2207697273283826,8,2,0.6666666666666666,0.16666666666666666,12,10,0.8333333333333334
1341347,13,9.384615384615385,10.0,0.9607689228305228,11,0,0.8461538461538461,0.0,13,9.615384615384615,10.0,0.7679476477883046,11,0,0.8461538461538461,0.0,13,10,0.7692307692307693
1349112,12,9.0,10.0,2.0,10,1,0.8333333333333334,0.08333333333333333,12,9.083333333333334,10.0,1.378954368902449,9,1,0.75,0.08333333333333333,12,11,0.9166666666666666
1350689,7,9.285714285714286,10.0,1.4960264830861911,6,1,0.8571428571428571,0.14285714285714285,7,8.857142857142858,10.0,2.6095064302514777,6,1,0.8571428571428571,0.14285714285714285,7,7,1.0
1366967,17,9.705882352941176,10.0,0.7717436331412897,16,0,0.9411764705882353,0.0,17,9.882352941176471,10.0,0.33210558207753565,17,0,1.0,0.0,17,17,1.0
1375344,26,8.73076923076923,9.0,1.4847947281073524,17,3,0.6538461538461539,0.11538461538461539,26,9.038461538461538,10.0,1.2483835702465569,18,1,0.6923076923076923,0.038461538461538464,26,23,0.8846153846153846
1379285,64,8.328125,9.0,2.350647918111224,38,10,0.59375,0.15625,64,7.15625,8.0,2.9234614730019937,26,19,0.40625,0.296875,64,55,0.859375
1382647,9,9.222222222222221,10.0,0.9718253158075507,6,0,0.6666666666666666,0.0,9,9.555555555555555,10.0,1.0137937550497038,8,0,0.8888888888888888,0.0,9,9,1.0
1382815,4,8.75,8.5,0.9574271077563379,2,0,0.5,0.0,4,8.5,8.5,1.2909944487358056,2,0,0.5,0.0,4,2,0.5
1385337,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1387235,8,8.25,9.0,2.1213203435596424,5,2,0.625,0.25,8,8.625,9.5,1.8468119248354136,5,1,0.625,0.125,8,7,0.875
1396228,18,9.88888888888889,10.0,0.3233808333817772,18,0,1.0,0.0,18,9.833333333333334,10.0,0.3834824944236852,18,0,1.0,0.0,18,17,0.9444444444444444
1399848,13,8.461538461538462,10.0,2.5038431998091992,9,3,0.6923076923076923,0.23076923076923078,13,8.76923076923077,10.0,2.1273554065179203,9,2,0.6923076923076923,0.15384615384615385,13,13,1.0
1401623,308,8.37987012987013,9.0,1.9325391263660068,166,43,0.538961038961039,0.1396103896103896,308,8.529220779220779,9.0,1.9594729506317168,188,40,0.6103896103896104,0.12987012987012986,308,243,0.788961038961039
1405215,25,9.0,10.0,1.554563175514803,18,2,0.72,0.08,25,9.32,10.0,1.4922019523732934,21,2,0.84,0.08,25,24,0.96
1406007,3,8.666666666666666,8.0,1.1547005383792517,1,0,0.3333333333333333,0.0,3,9.0,9.0,1.0,2,0,0.6666666666666666,0.0,3,3,1.0
1406064,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1407205,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1414995,9,8.0,9.0,3.0,6,2,0.6666666666666666,0.2222222222222222,9,8.11111111111111,9.0,2.9344694769431685,6,1,0.6666666666666666,0.1111111111111111,9,9,1.0
1416142,9,8.0,10.0,3.3166247903554,5,2,0.5555555555555556,0.2222222222222222,9,8.11111111111111,10.0,3.05959329178097,6,2,0.6666666666666666,0.2222222222222222,9,8,0.8888888888888888
1419680,14,9.785714285714286,10.0,0.5789342235218394,13,0,0.9285714285714286,0.0,14,9.857142857142858,10.0,0.5345224838248488,13,0,0.9285714285714286,0.0,14,14,1.0
1419827,8,8.375,9.0,2.1339098923270936,4,1,0.5,0.125,8,8.5,9.5,2.390457218668787,5,1,0.625,0.125,8,7,0.875
1420449,4,9.5,10.0,0.9999999999999998,3,0,0.75,0.0,4,9.5,10.0,0.9999999999999998,3,0,0.75,0.0,4,4,1.0
1420637,16,8.875,9.5,1.4548768561863465,11,2,0.6875,0.125,16,9.125,10.0,1.4083086782851741,12,2,0.75,0.125,16,14,0.875
1439555,30,9.033333333333333,10.0,1.3767361035618164,21,2,0.7,0.06666666666666667,30,8.733333333333333,9.0,1.574217557880813,18,2,0.6,0.06666666666666667,30,29,0.9666666666666667
1441230,12,9.666666666666666,10.0,0.6513389472789305,11,0,0.9166666666666666,0.0,12,8.833333333333334,10.0,2.3677121037112188,9,1,0.75,0.08333333333333333,12,12,1.0
1442119,23,8.521739130434783,9.0,1.3774008863003642,13,1,0.5652173913043478,0.043478260869565216,23,8.91304347826087,9.0,0.9960395884000187,15,0,0.6521739130434783,0.0,23,23,1.0
1442126,3,10.0,10.0,0.0,3,0,1.0,0.0,3,10.0,10.0,0.0,3,0,1.0,0.0,3,2,0.6666666666666666
1442906,22,9.409090909090908,10.0,0.7341396590302418,19,0,0.8636363636363636,0.0,22,9.818181818181818,10.0,0.5010810823432189,21,0,0.9545454545454546,0.0,22,22,1.0
1442928,5,6.8,8.0,3.63318042491699,2,2,0.4,0.4,5,5.8,5.0,4.024922359499621,2,3,0.4,0.6,5,4,0.8
1445889,3,10.0,10.0,0.0,3,0,1.0,0.0,3,10.0,10.0,0.0,3,0,1.0,0.0,3,3,1.0
1451120,53,9.39622641509434,10.0,1.198390308858407,45,2,0.8490566037735849,0.03773584905660377,53,9.39622641509434,10.0,1.1822342381711881,44,2,0.8301886792452831,0.03773584905660377,53,51,0.9622641509433962
1452609,7,10.0,10.0,0.0,7,0,1.0,0.0,7,10.0,10.0,0.0,7,0,1.0,0.0,7,7,1.0
1453816,9,8.777777777777779,10.0,1.986062547968831,6,2,0.6666666666666666,0.2222222222222222,9,9.444444444444445,10.0,1.130388330520878,7,0,0.7777777777777778,0.0,9,8,0.8888888888888888
1454028,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1454137,1,7.0,7.0,,0,0,0.0,0.0,1,7.0,7.0,,0,0,0.0,0.0,1,1,1.0
1457027,10,9.5,10.0,0.8498365855987975,8,0,0.8,0.0,10,9.8,10.0,0.6324555320336759,9,0,0.9,0.0,10,9,0.9
1457037,3,9.0,10.0,1.7320508075688772,2,0,0.6666666666666666,0.0,3,7.0,9.0,4.358898943540674,2,1,0.6666666666666666,0.3333333333333333,3,3,1.0
1457167,22,8.272727272727273,10.0,2.711208097997892,14,5,0.6363636363636364,0.22727272727272727,22,9.636363636363637,10.0,0.7267314002700922,19,0,0.8636363636363636,0.0,22,21,0.9545454545454546
1457267,3,10.0,10.0,0.0,3,0,1.0,0.0,3,10.0,10.0,0.0,3,0,1.0,0.0,3,3,1.0
1458143,3,10.0,10.0,0.0,3,0,1.0,0.0,3,10.0,10.0,0.0,3,0,1.0,0.0,3,3,1.0
1458481,4,9.0,9.5,1.4142135623730951,3,0,0.75,0.0,4,9.0,9.5,1.4142135623730951,3,0,0.75,0.0,4,4,1.0
1458668,9,8.222222222222221,9.0,2.279132388529557,5,2,0.5555555555555556,0.2222222222222222,9,8.0,9.0,2.1213203435596424,5,3,0.5555555555555556,0.3333333333333333,9,7,0.7777777777777778
1465529,8,8.125,8.0,1.5526475085202969,3,2,0.375,0.25,8,7.125,7.0,1.8850918886280925,2,4,0.25,0.5,8,7,0.875
1467890,2,10.0,10.0,0.0,2,0,1.0,0.0,2,10.0,10.0,0.0,2,0,1.0,0.0,2,2,1.0
1468161,4,10.0,10.0,0.0,4,0,1.0,0.0,4,10.0,10.0,0.0,4,0,1.0,0.0,4,4,1.0
1472818,12,9.333333333333334,10.0,1.4354811251305468,11,1,0.9166666666666666,0.08333333333333333,12,9.416666666666666,10.0,1.4433756729740648,11,1,0.9166666666666666,0.08333333333333333,12,12,1.0
1473015,9,9.88888888888889,10.0,0.33333333333333326,9,0,1.0,0.0,9,10.0,10.0,0.0,9,0,1.0,0.0,9,9,1.0
1473185,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1477654,29,9.344827586206897,10.0,1.1425492196014235,24,2,0.8275862068965517,0.06896551724137931,29,9.689655172413794,10.0,0.6602731185903334,26,0,0.896551724137931,0.0,29,29,1.0
1483407,9,8.444444444444445,8.0,1.3333333333333333,4,0,0.4444444444444444,0.0,9,8.444444444444445,9.0,1.509230856356236,5,1,0.5555555555555556,0.1111111111111111,9,7,0.7777777777777778
1483490,13,6.846153846153846,7.0,2.6722697545393204,3,3,0.23076923076923078,0.23076923076923078,13,5.615384615384615,7.0,3.014920163079545,1,6,0.07692307692307693,0.46153846153846156,13,11,0.8461538461538461
1483500,11,8.363636363636363,9.0,2.157439559882375,6,1,0.5454545454545454,0.09090909090909091,11,9.090909090909092,10.0,1.3751033019046572,8,0,0.7272727272727273,0.0,11,8,0.7272727272727273
1483518,1,8.0,8.0,,0,0,0.0,0.0,1,8.0,8.0,,0,0,0.0,0.0,1,1,1.0
1485453,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1486952,14,9.714285714285714,10.0,0.6112498455021275,13,0,0.9285714285714286,0.0,14,9.642857142857142,10.0,0.928782731664065,12,0,0.8571428571428571,0.0,14,14,1.0
1487060,11,7.363636363636363,8.0,3.1071764440638794,4,3,0.36363636363636365,0.2727272727272727,11,8.181818181818182,8.0,1.9400093720485898,5,2,0.45454545454545453,0.18181818181818182,11,8,0.7272727272727273
1487353,5,7.2,7.0,1.4832396974191326,1,1,0.2,0.2,5,7.4,8.0,1.51657508881031,1,1,0.2,0.2,5,5,1.0
1488240,6,8.833333333333334,9.5,1.9407902170679516,5,1,0.8333333333333334,0.16666666666666666,6,10.0,10.0,0.0,6,0,1.0,0.0,6,5,0.8333333333333334
1488974,14,8.285714285714286,8.5,1.8985245861972937,7,3,0.5,0.21428571428571427,14,7.857142857142857,8.5,2.3487195482823227,7,4,0.5,0.2857142857142857,14,13,0.9285714285714286
1497052,2,8.5,8.5,2.1213203435596424,1,0,0.5,0.0,2,8.5,8.5,2.1213203435596424,1,0,0.5,0.0,2,2,1.0
1499549,7,9.857142857142858,10.0,0.3779644730092272,7,0,1.0,0.0,7,9.857142857142858,10.0,0.3779644730092272,7,0,1.0,0.0,7,5,0.7142857142857143
1506116,14,9.142857142857142,9.0,1.0994504121565518,12,1,0.8571428571428571,0.07142857142857142,14,9.285714285714286,10.0,0.9944903161976937,11,0,0.7857142857142857,0.0,14,14,1.0
1509485,3,6.666666666666667,8.0,3.214550253664318,1,1,0.3333333333333333,0.3333333333333333,3,5.333333333333333,6.0,2.081665999466133,0,2,0.0,0.6666666666666666,3,3,1.0
1514192,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1515609,19,8.947368421052632,10.0,1.5082618476808296,12,2,0.631578947368421,0.10526315789473684,19,9.368421052631579,10.0,1.1647854507156374,16,1,0.8421052631578947,0.05263157894736842,19,18,0.9473684210526315
1515616,17,8.705882352941176,9.0,1.6868871436151618,10,2,0.5882352941176471,0.11764705882352941,17,9.411764705882353,10.0,0.8702602720890285,15,0,0.8823529411764706,0.0,17,17,1.0
1515618,9,9.222222222222221,10.0,1.301708279317776,7,0,0.7777777777777778,0.0,9,9.222222222222221,10.0,1.2018504251546636,6,0,0.6666666666666666,0.0,9,9,1.0
1516669,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1517196,6,8.5,10.0,2.8106938645110393,4,1,0.6666666666666666,0.16666666666666666,6,9.5,10.0,0.8366600265340756,5,0,0.8333333333333334,0.0,6,6,1.0
1517293,42,8.0,9.0,2.731925078428459,22,10,0.5238095238095238,0.23809523809523808,42,7.738095238095238,8.5,2.7235156960821865,21,11,0.5,0.2619047619047619,42,38,0.9047619047619048
1518083,5,9.6,10.0,0.8944271909999157,4,0,0.8,0.0,5,10.0,10.0,0.0,5,0,1.0,0.0,5,5,1.0
1519071,4,8.75,9.0,1.4999999999999998,2,0,0.5,0.0,4,8.75,9.0,1.4999999999999998,2,0,0.5,0.0,4,3,0.75
1520538,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1522008,12,8.75,9.5,1.6025547785276542,7,1,0.5833333333333334,0.08333333333333333,12,9.083333333333334,10.0,1.5050420310248864,9,1,0.75,0.08333333333333333,12,11,0.9166666666666666
1525884,7,9.0,10.0,1.527525231651947,5,1,0.7142857142857143,0.14285714285714285,7,9.142857142857142,10.0,1.4638501094227998,6,1,0.8571428571428571,0.14285714285714285,7,7,1.0
1525963,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1527381,8,10.0,10.0,0.0,8,0,1.0,0.0,8,10.0,10.0,0.0,8,0,1.0,0.0,8,8,1.0
1536334,115,8.852173913043478,10.0,1.6923122262878454,76,12,0.6608695652173913,0.10434782608695652,115,8.930434782608696,10.0,1.604389478518091,82,10,0.7130434782608696,0.08695652173913043,115,110,0.9565217391304348
1541484,12,8.833333333333334,10.0,1.6422453217986943,7,1,0.5833333333333334,0.08333333333333333,12,8.166666666666666,9.0,2.2896340848319503,6,3,0.5,0.25,12,12,1.0
1543037,1,10.0,10.0,,1,0,1.0,0.0,1,10.0,10.0,,1,0,1.0,0.0,1,1,1.0
1546260,2,8.5,8.5,2.1213203435596424,1,0,0.5,0.0,2,8.5,8.5,2.1213203435596424,1,0,0.5,0.0,2,1,0.5
1546969,2,9.0,9.0,1.4142135623730951,1,0,0.5,0.0,2,9.0,9.0,1.4142135623730951,1,0,0.5,0.0,2,2,1.0
1547032,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1547054,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1550087,281,8.793594306049823,10.0,1.772839197597711,186,26,0.6619217081850534,0.09252669039145907,281,8.84341637010676,10.0,1.7779505861331077,195,24,0.693950177935943,0.08540925266903915,281,254,0.9039145907473309
1550199,3,8.333333333333334,8.0,1.5275252316519465,1,0,0.3333333333333333,0.0,3,8.333333333333334,8.0,1.5275252316519465,1,0,0.3333333333333333,0.0,3,3,1.0
1550498,5,9.4,10.0,0.8944271909999159,4,0,0.8,0.0,5,9.2,10.0,1.30384048104053,4,0,0.8,0.0,5,5,1.0
1550509,5,8.8,10.0,2.16794833886788,4,1,0.8,0.2,5,10.0,10.0,0.0,5,0,1.0,0.0,5,5,1.0
1551083,2,9.0,9.0,1.4142135623730951,1,0,0.5,0.0,2,8.5,8.5,0.7071067811865476,1,0,0.5,0.0,2,2,1.0
1555830,26,8.923076923076923,9.0,1.2937720641002233,18,2,0.6923076923076923,0.07692307692307693,26,9.26923076923077,10.0,1.0791734729020093,21,1,0.8076923076923077,0.038461538461538464,26,25,0.9615384615384616
1562928,8,9.875,10.0,0.35355339059327373,8,0,1.0,0.0,8,10.0,10.0,0.0,8,0,1.0,0.0,8,8,1.0
1571245,6,9.0,10.0,2.449489742783178,5,1,0.8333333333333334,0.16666666666666666,6,8.666666666666666,10.0,2.422120283277993,4,1,0.6666666666666666,0.16666666666666666,6,5,0.8333333333333334
1572855,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1575689,13,8.23076923076923,9.0,1.5892265495016833,7,2,0.5384615384615384,0.15384615384615385,13,8.384615384615385,9.0,2.18091958962504,9,2,0.6923076923076923,0.15384615384615385,13,12,0.9230769230769231
1576008,8,8.25,9.5,2.7124053637210745,6,2,0.75,0.25,8,5.625,5.5,3.543101950067402,3,5,0.375,0.625,8,8,1.0
1576347,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1576448,3,8.0,8.0,2.0,1,1,0.3333333333333333,0.3333333333333333,3,8.333333333333334,8.0,0.5773502691896255,1,0,0.3333333333333333,0.0,3,3,1.0
1576702,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1577419,5,7.8,9.0,2.588435821108957,3,2,0.6,0.4,5,7.4,8.0,2.3021728866442674,2,2,0.4,0.4,5,3,0.6
1584375,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1591417,2,10.0,10.0,0.0,2,0,1.0,0.0,2,9.0,9.0,1.4142135623730951,1,0,0.5,0.0,2,2,1.0
1591581,1,7.0,7.0,,0,0,0.0,0.0,1,8.0,8.0,,0,0,0.0,0.0,1,1,1.0
1595470,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1595646,16,9.5,10.0,1.0327955589886446,14,0,0.875,0.0,16,9.625,10.0,0.7187952884282607,14,0,0.875,0.0,16,16,1.0
1595781,3,8.333333333333334,8.0,0.5773502691896255,1,0,0.3333333333333333,0.0,3,8.666666666666666,9.0,0.5773502691896258,2,0,0.6666666666666666,0.0,3,3,1.0
1596704,3,4.666666666666667,4.0,3.055050463303893,0,2,0.0,0.6666666666666666,3,7.0,7.0,3.0,1,1,0.3333333333333333,0.3333333333333333,3,2,0.6666666666666666
1597098,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1598572,5,9.2,10.0,1.788854381999832,4,1,0.8,0.2,5,9.6,10.0,0.8944271909999157,4,0,0.8,0.0,5,5,1.0
1598970,2,9.5,9.5,0.7071067811865476,2,0,1.0,0.0,2,9.5,9.5,0.7071067811865476,2,0,1.0,0.0,2,2,1.0
1599021,29,8.620689655172415,9.0,1.590458000151625,16,3,0.5517241379310345,0.10344827586206896,29,9.03448275862069,10.0,1.657941034206706,22,1,0.7586206896551724,0.034482758620689655,29,28,0.9655172413793104
1599390,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1611291,36,8.777777777777779,10.0,1.9436506316150999,25,5,0.6944444444444444,0.1388888888888889,36,9.11111111111111,10.0,1.3261712403495105,26,3,0.7222222222222222,0.08333333333333333,36,35,0.9722222222222222
1611292,10,9.4,10.0,1.0749676997731399,8,0,0.8,0.0,10,9.3,10.0,1.0593499054713809,8,0,0.8,0.0,10,10,1.0
1615079,5,8.6,10.0,3.1304951684997055,4,1,0.8,0.2,5,8.4,10.0,3.0495901363953815,4,1,0.8,0.2,5,2,0.4
1625069,28,9.357142857142858,10.0,1.1292175499576143,23,1,0.8214285714285714,0.03571428571428571,28,9.464285714285714,10.0,0.8380817098475262,22,0,0.7857142857142857,0.0,28,27,0.9642857142857143
1625081,13,9.76923076923077,10.0,0.5991446895152781,12,0,0.9230769230769231,0.0,13,9.923076923076923,10.0,0.27735009811261446,13,0,1.0,0.0,13,13,1.0
1625089,19,9.31578947368421,10.0,1.1572300058975782,14,1,0.7368421052631579,0.05263157894736842,19,9.894736842105264,10.0,0.4588314677411235,18,0,0.9473684210526315,0.0,19,18,0.9473684210526315
1625094,14,9.285714285714286,10.0,0.9944903161976937,11,0,0.7857142857142857,0.0,14,9.642857142857142,10.0,0.6333236937766512,13,0,0.9285714285714286,0.0,14,14,1.0
1634832,4,9.0,9.5,1.4142135623730951,3,0,0.75,0.0,4,9.0,9.5,1.4142135623730951,3,0,0.75,0.0,4,4,1.0
1634842,3,9.0,9.0,1.0,2,0,0.6666666666666666,0.0,3,8.666666666666666,9.0,0.5773502691896258,2,0,0.6666666666666666,0.0,3,3,1.0
1634877,0,,,,0,0,nan,nan,0,,,,0,0,nan,nan,0,0,
1634891,5,9.4,9.0,0.5477225575051661,5,0,1.0,0.0,5,9.2,9.0,0.8366600265340758,4,0,0.8,0.0,5,5,1.0
1668061,4,9.25,9.5,0.9574271077563381,3,0,0.75,0.0,4,8.75,9.5,1.892969448600091,3,1,0.75,0.25,4,3,0.75
1676716,15,9.266666666666667,10.0,1.5796322658258455,13,1,0.8666666666666667,0.06666666666666667,15,9.866666666666667,10.0,0.3518657752744983,15,0,1.0,0.0,15,13,0.8666666666666667
5000138,9,8.555555555555555,10.0,1.8104634152000354,5,2,0.5555555555555556,0.2222222222222222,9,9.222222222222221,10.0,1.5634719199411438,7,1,0.7777777777777778,0.1111111111111111,9,9,1.0
5000487,12,7.75,8.5,3.1079078025403053,6,2,0.5,0.16666666666666666,12,7.5,8.0,2.393172105652397,4,2,0.3333333333333333,0.16666666666666666,12,12,1.0
5000493,10,8.2,8.0,1.1352924243950935,4,1,0.4,0.1,10,8.1,8.5,1.523883926754995,5,2,0.5,0.2,10,10,1.0
5000912,4,10.0,10.0,0.0,4,0,1.0,0.0,4,10.0,10.0,0.0,4,0,1.0,0.0,4,4,1.0
5001337,30,8.7,10.0,1.9324809853193095,20,4,0.6666666666666666,0.13333333333333333,30,8.633333333333333,10.0,2.2203344472108846,20,4,0.6666666666666666,0.13333333333333333,30,28,0.9333333333333333
